id,dexNum,classification,findingIds,currentEvolutionFields,pokeApiRuleIds,bulbapedia,serebiiCachedSpeciesPages
magmortar,467,has_findings,E01;E11;E14,"{""evolvesFrom"":""magmar"",""evoFromItem"":""magmarizer""}",235,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/467.shtml;https://www.serebii.net/pokedex-swsh/magmortar/
magnemite,81,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/081.shtml
magneton,82,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""magnemite"",""evoFromLevel"":30}",51,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/082.shtml
magnezone,462,has_findings,E13,"{""evolvesFrom"":""magneton"",""evoFromItem"":""thunderstone""}",230;322;362;366;368;406;546,https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/462.shtml
makuhita,296,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon),
malamar-mega,687,transformation_not_species_evolution,,{},332,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/687.shtml;https://www.serebii.net/pokedex-sv/malamar/
malamar,687,has_findings,E27,"{""evolvesFrom"":""inkay"",""evoFromLevel"":30,""evoFromCondition"":""with the console turned upside-down""}",332,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/687.shtml;https://www.serebii.net/pokedex-sv/malamar/
mamoswine-f,473,has_findings,E25,"{""evolvesFrom"":""piloswine"",""evoFromMove"":""ancientpower""}",241,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),
mamoswine,473,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""piloswine"",""evoFromMove"":""ancientpower""}",241,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),
manaphy,490,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/490.shtml;https://www.serebii.net/pokedex-sm/490.shtml
mandibuzz,630,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""vullaby"",""evoFromLevel"":54}",317,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/630.shtml;https://www.serebii.net/pokedex-swsh/mandibuzz/
manectric-mega,310,transformation_not_species_evolution,,{},163,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/310.shtml;https://www.serebii.net/pokedex-sm/310.shtml;https://www.serebii.net/pokedex-swsh/manectric/;https://www.serebii.net/pokedex-xy/310.shtml
manectric,310,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""electrike"",""evoFromLevel"":26}",163,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/310.shtml;https://www.serebii.net/pokedex-sm/310.shtml;https://www.serebii.net/pokedex-swsh/manectric/;https://www.serebii.net/pokedex-xy/310.shtml
mankey,56,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mankey_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/056.shtml
mantine,226,has_findings,E27,"{""evolvesFrom"":""mantyke"",""evoFromCondition"":""with a Remoraid in party""}",121,https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/226.shtml
mantyke,458,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/458.shtml
maractus,556,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/556.shtml
mareanie,747,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mareanie_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/mareanie/
mareep,179,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mareep_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/179.shtml;https://www.serebii.net/pokedex-rs/179.shtml;https://www.serebii.net/pokedex-sm/179.shtml
marill,183,has_findings,E02,"{""evolvesFrom"":""azurill""}",101,https://bulbapedia.bulbagarden.net/wiki/Marill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/183.shtml;https://www.serebii.net/pokedex-sm/183.shtml
marowak-alola,105,has_findings,E18;E27,"{""evolvesFrom"":""cubone"",""evoFromLevel"":28,""evoFromCondition"":""at night""}",367,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/105.shtml;https://www.serebii.net/pokedex-sv/marowak/;https://www.serebii.net/pokedex-swsh/marowak/
marowak,105,has_findings,E18,"{""evolvesFrom"":""cubone"",""evoFromLevel"":28}",62,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/105.shtml;https://www.serebii.net/pokedex-sv/marowak/;https://www.serebii.net/pokedex-swsh/marowak/
marshadow,802,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Marshadow_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/802.shtml;https://www.serebii.net/pokedex-swsh/marshadow/
marshtomp,259,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""mudkip"",""evoFromLevel"":16}",134,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/259.shtml
maschiff,942,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Maschiff_(Pok%C3%A9mon),
masquerain,284,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""surskit"",""evoFromLevel"":22}",150,https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/284.shtml
maushold-three,925,has_findings,E08;E22,"{""evolvesFrom"":""tandemaus"",""evoFromLevel"":25}",560,https://bulbapedia.bulbagarden.net/wiki/Maushold_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/maushold/
maushold,925,has_findings,E08;E22,"{""evolvesFrom"":""tandemaus"",""evoFromLevel"":25}",479,https://bulbapedia.bulbagarden.net/wiki/Maushold_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/maushold/
mawile-mega,303,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/303.shtml;https://www.serebii.net/pokedex-sm/303.shtml;https://www.serebii.net/pokedex-swsh/mawile/;https://www.serebii.net/pokedex-xy/303.shtml
mawile,303,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/303.shtml;https://www.serebii.net/pokedex-sm/303.shtml;https://www.serebii.net/pokedex-swsh/mawile/;https://www.serebii.net/pokedex-xy/303.shtml
medicham-f,308,has_findings,E25,"{""evolvesFrom"":""meditite"",""evoFromLevel"":37}",162,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/308.shtml;https://www.serebii.net/pokedex-swsh/medicham/;https://www.serebii.net/pokedex-xy/308.shtml
medicham-mega,308,transformation_not_species_evolution,,{},162,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/308.shtml;https://www.serebii.net/pokedex-swsh/medicham/;https://www.serebii.net/pokedex-xy/308.shtml
medicham,308,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""meditite"",""evoFromLevel"":37}",162,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/308.shtml;https://www.serebii.net/pokedex-swsh/medicham/;https://www.serebii.net/pokedex-xy/308.shtml
meditite-f,307,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/307.shtml
meditite,307,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/307.shtml
meganium-f,154,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""bayleef"",""evoFromLevel"":32}",85,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/154.shtml;https://www.serebii.net/pokedex-sv/meganium/
meganium-mega,154,transformation_not_species_evolution,,{},85,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/154.shtml;https://www.serebii.net/pokedex-sv/meganium/
meganium,154,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""bayleef"",""evoFromLevel"":32}",85,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/154.shtml;https://www.serebii.net/pokedex-sv/meganium/
melmetal-gmax,809,transformation_not_species_evolution,,{},567,https://bulbapedia.bulbagarden.net/wiki/Melmetal_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/809.shtml;https://www.serebii.net/pokedex-sv/melmetal/;https://www.serebii.net/pokedex-swsh/melmetal/
melmetal,809,missing_link,E05,{},567,https://bulbapedia.bulbagarden.net/wiki/Melmetal_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/809.shtml;https://www.serebii.net/pokedex-sv/melmetal/;https://www.serebii.net/pokedex-swsh/melmetal/
meloetta-pirouette,648,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/648.shtml;https://www.serebii.net/pokedex-sm/648.shtml;https://www.serebii.net/pokedex-xy/648.shtml
meloetta,648,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/648.shtml;https://www.serebii.net/pokedex-sm/648.shtml;https://www.serebii.net/pokedex-xy/648.shtml
meltan,808,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meltan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/808.shtml;https://www.serebii.net/pokedex-swsh/meltan/
meowscarada,908,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""floragato"",""evoFromLevel"":36}",469,https://bulbapedia.bulbagarden.net/wiki/Meowscarada_(Pok%C3%A9mon),
meowstic-f,678,has_findings,E03,"{""evolvesFrom"":""espurr"",""evoFromLevel"":25}",557,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/678.shtml;https://www.serebii.net/pokedex-sv/meowstic/
meowstic-mega,678,transformation_not_species_evolution,,{},360,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/678.shtml;https://www.serebii.net/pokedex-sv/meowstic/
meowstic,678,has_findings,E03,"{""evolvesFrom"":""espurr"",""evoFromLevel"":25}",360,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/678.shtml;https://www.serebii.net/pokedex-sv/meowstic/
meowth-alola,52,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/052.shtml;https://www.serebii.net/pokedex-swsh/meowth/
meowth-galar,52,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/052.shtml;https://www.serebii.net/pokedex-swsh/meowth/
meowth-gmax,52,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/052.shtml;https://www.serebii.net/pokedex-swsh/meowth/
meowth,52,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/052.shtml;https://www.serebii.net/pokedex-swsh/meowth/
mesprit,481,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/481.shtml
metagross-mega,376,transformation_not_species_evolution,,{},191,https://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/376.shtml;https://www.serebii.net/pokedex-swsh/metagross/;https://www.serebii.net/pokedex-xy/376.shtml
metagross,376,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""metang"",""evoFromLevel"":45}",191,https://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/376.shtml;https://www.serebii.net/pokedex-swsh/metagross/;https://www.serebii.net/pokedex-xy/376.shtml
metang,375,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""beldum"",""evoFromLevel"":20}",190,https://bulbapedia.bulbagarden.net/wiki/Metang_(Pok%C3%A9mon),
metapod,11,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""caterpie"",""evoFromLevel"":7}",7,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon),
mew,151,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mew_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/151.shtml;https://www.serebii.net/pokedex-dp/151.shtml;https://www.serebii.net/pokedex-gs/151.shtml;https://www.serebii.net/pokedex-rs/151.shtml;https://www.serebii.net/pokedex-sm/151.shtml;https://www.serebii.net/pokedex-sv/mew/;https://www.serebii.net/pokedex-swsh/mew/;https://www.serebii.net/pokedex-xy/151.shtml;https://www.serebii.net/pokedex/151.shtml
mewtwo-mega-x,150,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/150.shtml;https://www.serebii.net/pokedex-swsh/mewtwo/;https://www.serebii.net/pokedex-xy/150.shtml
mewtwo-mega-y,150,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/150.shtml;https://www.serebii.net/pokedex-swsh/mewtwo/;https://www.serebii.net/pokedex-xy/150.shtml
mewtwo,150,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/150.shtml;https://www.serebii.net/pokedex-swsh/mewtwo/;https://www.serebii.net/pokedex-xy/150.shtml
mienfoo,619,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/619.shtml
mienshao,620,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""mienfoo"",""evoFromLevel"":50}",313,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/620.shtml
mightyena,262,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""poochyena"",""evoFromLevel"":18}",136,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/262.shtml
milcery,868,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Milcery_(Pok%C3%A9mon),
milotic-f,350,has_findings,E01;E11;E15,"{""evolvesFrom"":""feebas"",""evoFromItem"":""prismscale""}",179;321;553,https://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/350.shtml
milotic,350,has_findings,E01;E11;E15,"{""evolvesFrom"":""feebas"",""evoFromItem"":""prismscale""}",179;321;553,https://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/350.shtml
miltank,241,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/241.shtml
mimejr,439,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/439.shtml
mimikyu-busted,778,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Mimikyu_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/778.shtml;https://www.serebii.net/pokedex-sv/mimikyu/;https://www.serebii.net/pokedex-swsh/mimikyu/
mimikyu,778,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Mimikyu_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/778.shtml;https://www.serebii.net/pokedex-sv/mimikyu/;https://www.serebii.net/pokedex-swsh/mimikyu/
minccino,572,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/572.shtml
minior-blue,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior-green,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior-indigo,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior-orange,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior-red,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior-violet,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior-yellow,774,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minior,774,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/774.shtml;https://www.serebii.net/pokedex-sv/minior/
minun,312,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/312.shtml
miraidon,1008,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Miraidon_(Pok%C3%A9mon),
misdreavus,200,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/misdreavus/
mismagius,429,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""misdreavus"",""evoFromItem"":""duskstone""}",216,https://bulbapedia.bulbagarden.net/wiki/Mismagius_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/mismagius/
moltres-galar,146,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/146.shtml;https://www.serebii.net/pokedex-swsh/moltres/
moltres,146,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/146.shtml;https://www.serebii.net/pokedex-swsh/moltres/
monferno,391,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""chimchar"",""evoFromLevel"":14}",194,https://bulbapedia.bulbagarden.net/wiki/Monferno_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/391.shtml
morelull,755,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Morelull_(Pok%C3%A9mon),
morgrem,860,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""impidimp"",""evoFromLevel"":32}",439,https://bulbapedia.bulbagarden.net/wiki/Morgrem_(Pok%C3%A9mon),
morpeko-hangry,877,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Morpeko_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/morpeko/;https://www.serebii.net/pokedex-swsh/morpeko/
morpeko,877,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Morpeko_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/morpeko/;https://www.serebii.net/pokedex-swsh/morpeko/
mothim,414,has_findings,E03;E24,"{""evolvesFrom"":""burmy"",""evoFromLevel"":20}",208,https://bulbapedia.bulbagarden.net/wiki/Mothim_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/414.shtml
mrmime-galar,122,has_findings,E18,"{""evolvesFrom"":""mimejr"",""evoFromMove"":""mimic""}",537,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/122.shtml;https://www.serebii.net/pokedex-sm/122.shtml;https://www.serebii.net/pokedex-sv/mr.mime/;https://www.serebii.net/pokedex/122.shtml
mrmime,122,has_findings,E18,"{""evolvesFrom"":""mimejr"",""evoFromMove"":""mimic""}",71,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/122.shtml;https://www.serebii.net/pokedex-sm/122.shtml;https://www.serebii.net/pokedex-sv/mr.mime/;https://www.serebii.net/pokedex/122.shtml
mrrime,866,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""mrmime-galar"",""evoFromLevel"":42}",455,https://bulbapedia.bulbagarden.net/wiki/Mr._Rime_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/mr.rime/
